Customer	Cust#	CustGrp	TradeIco	CivMil	Po#	Item#	Description	ItemType	Pl	SubPl	PlannerCode	Order#	Line#	Schd#	Order Date	SchDate	ReqDate	PromDate	CommitDate	PickSlip#	ShipDate	ShipQty	ExtPrice	ExtCost	Margin	Trx#	Trxdate	TrxYr	TrxQtr	TrxMo	TrxWk	Mrkt	QuoteOrRma	WAYBILL_NUM	MegMo	days	ot	LINE_ID	LINE_TYPE_CODE	ShipVia	DocumentNumber
EMBRAER AVIATION **(FRANCE)**	1890	EMBRAER	TRADE	CIVIL	901480272	8891-16-593/314C-2.	ENGINE 801 DRL FIRE DETECTOR	P	FIR	01F	PLNR01	262748	10	0	10/14/2014	03/03/2015	03/13/2015	03/17/2015	01/05/2015	380434	02/25/2015	1	$1,044.23	$1,304.69	-$260.46	60248308	02/25/2015	2015	1	02	09	SPA	LTA	Schenker	02	16	ONTIME	529715	REGULAR	Schenker	262748-380434
EMBRAER AVIATION **(FRANCE)**	1890	EMBRAER	TRADE	CIVIL	901480272	30903870	CARTRIDGE	P	FIR	01F	PLNR01	262748	20	0	10/14/2014	02/17/2015	02/27/2015	03/03/2015	02/27/2015	380254	02/25/2015	2	$837.72	$530.36	$307.36	60248308	02/25/2015	2015	1	02	09	SPA	LTA	SCHENKER	02	2	ONTIME	529717	REGULAR	Schenker	262748-380254
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101391	18330911-1	GAUGE, PRESSURE	FG	FIR	01G	PLNR02	262755	2	0	10/14/2014	02/03/2015	02/11/2015	02/13/2015	02/10/2015	380172	02/11/2015	20	$44,648.60	$7,447.11	$37,201.49	60247839	02/11/2015	2015	1	02	07	SPA		customer p/u on 2/12/15	02	0	ONTIME	529740	REGULAR	Customer Pickup	262755-380172
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P128345	0103190-07	POWER REEL	SA	COM	05M	PLNR05	262756	6	0	10/14/2014	04/14/2015	05/04/2015	04/28/2015	04/23/2015	384342	05/04/2015	6	$41,393.76	$16,219.13	$25,174.63	60250887	05/04/2015	2015	2	05	19	SPA		CUSTOMER P/U ON 4/30	05	0	ONTIME	529747	REGULAR	Customer Pickup	262756-384342
BEECHCRAFT CORPORATION_DU	1362	HAWKER BEECHCRAFT	TRADE	CIVIL	4505097485	33370005	MODULE,DISCHARGE	SA	PRV	02P	PLNR04	262759	1	0	10/14/2014	03/31/2015	03/27/2015	04/14/2015	04/07/2015	382525	03/27/2015	4	$1,300.00	$898.05	$401.95	60249442	03/27/2015	2015	1	03	13	OEM		613757415010	03	0	ONTIME	529752	REGULAR	FEDEX Std Overnight	262759-382525
BOEING COMPANY_YL	1034	BOEING	TRADE	CIVIL	609000657487	0501151-7	ELEV. REG. ASSY., 747-8I	FG	CTL	06C	PLNR06	262761	1	0	10/14/2014	09/01/2015	09/23/2015	09/30/2015	09/23/2015	391953	09/23/2015	1	$4,144.00	$8,669.57	-$4,525.57	60255785	09/23/2015	2015	3	09	39	OEM	CONTRACT	613757439760	09	0	ONTIME	529754	REGULAR	FEDEX Ground	262761-391953
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000857453	18303914-1	GAUGE, PRESSURE 0-300 PSI	FG	FIR	01G	PLNR02	262763	1	0	10/15/2014	01/26/2015	02/02/2015	02/09/2015	02/02/2015	379634	02/02/2015	6	$990.00	$1,860.39	-$870.39	60247582	02/02/2015	2015	1	02	06	OEM	CONTRACTS	613757407125	02	0	ONTIME	529756	REGULAR	FEDEX Ground	262763-379634
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000857453	18303914-1	GAUGE, PRESSURE 0-300 PSI	FG	FIR	01G	PLNR02	262763	2	0	10/15/2014	02/16/2015	02/23/2015	03/02/2015	02/23/2015	380105	02/23/2015	6	$990.00	$1,860.39	-$870.39	60248203	02/23/2015	2015	1	02	09	OEM	CONTRACTS	613757409676	02	0	ONTIME	529757	REGULAR	FEDEX Ground	262763-380105
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000857453	18303914-1	GAUGE, PRESSURE 0-300 PSI	FG	FIR	01G	PLNR02	262763	3	0	10/15/2014	03/09/2015	03/17/2015	03/23/2015	03/16/2015	381861	03/17/2015	6	$990.00	$1,840.00	-$850.00	60249002	03/17/2015	2015	1	03	12	OEM	CONTRACTS	613757413267	03	0	ONTIME	529758	REGULAR	FEDEX Ground	262763-381861
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000857453	18303914-1	GAUGE, PRESSURE 0-300 PSI	FG	FIR	01G	PLNR02	262763	4	0	10/15/2014	03/30/2015	04/06/2015	04/13/2015	04/06/2015	382357	04/06/2015	6	$990.00	$1,840.00	-$850.00	60249769	04/06/2015	2015	2	04	15	OEM	CONTRACTS	613757416807	04	0	ONTIME	529761	REGULAR	FEDEX Ground	262763-382357
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000857453	18303914-1	GAUGE, PRESSURE 0-300 PSI	FG	FIR	01G	PLNR02	262763	5	0	10/15/2014	04/27/2015	04/27/2015	05/04/2015	04/27/2015	383181	04/27/2015	6	$990.00	$1,840.00	-$850.00	60250564	04/27/2015	2015	2	04	18	OEM	CONTRACTS	613757419493	04	0	ONTIME	529762	REGULAR	FEDEX Ground	262763-383181
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000857453	18303914-1	GAUGE, PRESSURE 0-300 PSI	FG	FIR	01G	PLNR02	262763	6	0	10/15/2014	05/12/2015	05/19/2015	05/26/2015	05/19/2015	384742	05/19/2015	6	$990.00	$1,840.00	-$850.00	60251452	05/19/2015	2015	2	05	21	OEM	CONTRACTS	613757421840	05	0	ONTIME	529763	REGULAR	FEDEX Ground	262763-384742
SENIOR OPERATIONS AEROSPACE	1447		TRADE	CIVIL	55138	18130903-1	GA. 1-1/8" 3000 PSI	FG	FIR	01G	PLNR02	261951	2	0	10/15/2014	01/09/2015	01/19/2015	01/23/2015	01/16/2015	378874	01/19/2015	2	$2,294.00	$405.64	$1,888.36	60247002	01/19/2015	2015	1	01	04	OEM		613757404571	01	0	ONTIME	529765	REGULAR	FEDEX Express3	261951-378874
AIRBUS OPERATIONS SAS	1339	AIRBUS	TRADE	CIVIL	R6372961	34600028-1	FIREX 630-2(55-1)	FG	FIR	01F		261291	2	0	10/15/2014	10/30/2014	03/13/2015	08/11/2014	10/31/2014	381709	03/12/2015	1	$177.00	$0.00	$177.00	60248841	03/12/2015	2015	1	03	11	RPR	RPR 108338	scrap	03	1	ONTIME	529766	REGULAR	Ship In Place	261291-381709
AIRBUS HELICOPTERS DEUTSCHLAND GMBH	1446	EUROCOPTER	TRADE	CIVIL	3500217480	42000827-1	DAMPER	FG	PRV	02P	PLNR04	262543	2	0	10/15/2014	11/19/2014	02/17/2015	11/28/2014	10/20/2014	378847	01/16/2015	1	$1,675.00	$0.00	$1,675.00	60246944	01/16/2015	2015	1	01	03	OEM		613757404284	01	32	ONTIME	529867	REGULAR	FEDEX Intl Priority	262543-378847
AIRBUS HELICOPTERS DEUTSCHLAND GMBH	1446	EUROCOPTER	TRADE	CIVIL	3500217480	42000827-1	DAMPER	FG	PRV	02P	PLNR04	262543	2	0	10/15/2014	11/19/2014	02/17/2015	11/28/2014	10/20/2014	380021	02/06/2015	1	$1,675.00	$0.00	$1,675.00	60247692	02/06/2015	2015	1	02	06	OEM		580951073399	02	11	ONTIME	529867	REGULAR	FEDEX Intl Priority	262543-380021
AIRBUS HELICOPTERS DEUTSCHLAND GMBH	1446	EUROCOPTER	TRADE	CIVIL	3500217480	42000827-1	DAMPER	FG	PRV	02P	PLNR04	262543	3	0	10/15/2014	01/16/2015	03/11/2015	12/19/2014	10/22/2014	380282	02/12/2015	2	$3,350.00	$0.00	$3,350.00	60247887	02/12/2015	2015	1	02	07	OEM		632494293948	02	27	ONTIME	529868	REGULAR	FEDEX Intl Priority	262543-380282
AIRBUS HELICOPTERS DEUTSCHLAND GMBH	1446	EUROCOPTER	TRADE	CIVIL	3500217480	42000827-1	DAMPER	FG	PRV	02P	PLNR04	262543	4	0	10/15/2014	01/16/2015	03/17/2015	12/19/2014	10/27/2014	380282	02/12/2015	2	$3,350.00	$0.00	$3,350.00	60247887	02/12/2015	2015	1	02	07	OEM		632494293948	02	33	ONTIME	529869	REGULAR	FEDEX Intl Priority	262543-380282
AIRBUS OPERATIONS SAS	1339	AIRBUS	TRADE	CIVIL	R6476438	34100005-1	FIREX 378-1(21-1)	FG	FIR	01F		262773	1	0	02/06/2015	10/30/2014	02/17/2015	11/13/2014	07/02/2014	380306	02/17/2015	1	$0.00	$0.00	$0.00	60248024	02/17/2015	2015	1	02	08	RPR	RPR 108552	FEDEX	02	0	ONTIME	529876	REGULAR	FEDEX Intl Priority	262773-380306
AIRBUS HELICOPTERS DEUTSCHLAND GMBH	1446	EUROCOPTER	TRADE	CIVIL	3500221715	18602	DISCHARGE INDICATOR	SA	FIR	01Y	PLNR09	262778	10	0	10/15/2014	01/21/2015	01/28/2015	02/04/2015	01/28/2015	379284	01/28/2015	10	$2,455.30	$235.03	$2,220.27	60247318	01/28/2015	2015	1	01	05	OEM	LTA	FEDEX	01	0	ONTIME	529893	REGULAR	FEDEX Intl Economy	262778-379284
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2603591	52000735-2	PYROTECHNIC CARTRIDGE (767 OFF-WING)	SA	PRV	02P	PLNR04	262779	1	0	10/15/2014	05/15/2015	06/15/2015	05/29/2015	06/30/2015	384378	04/30/2015	2	$8,660.00	$4,588.67	$4,071.33	60250736	04/30/2015	2015	2	04	18	OEM		613757420041	04	46	ONTIME	529894	REGULAR	FEDEX P-1	262779-384378
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2603591	52000735-2	PYROTECHNIC CARTRIDGE (767 OFF-WING)	SA	PRV	02P	PLNR04	262779	1	0	10/15/2014	05/15/2015	06/15/2015	05/29/2015	06/30/2015	388321	07/07/2015	6	$25,980.00	$13,766.02	$12,213.98	60253176	07/07/2015	2015	3	07	28	OEM		632494314479	07	-22	LATE	529894	REGULAR	FEDEX P-1	262779-388321
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2603591	52000735-2	PYROTECHNIC CARTRIDGE (767 OFF-WING)	SA	PRV	02P	PLNR04	262779	1	0	10/15/2014	05/15/2015	06/15/2015	05/29/2015	06/30/2015	385591	05/22/2015	4	$17,320.00	$9,177.35	$8,142.65	60251566	05/22/2015	2015	2	05	21	OEM		613757422570	05	24	ONTIME	529894	REGULAR	FEDEX P-1	262779-385591
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2597743	51300043-2	REFURBISH KIT FOR 767 MASTER CONTROL VALVE	FG	PRV	02P	PLNR04	262780	1	0	10/15/2014	03/18/2015	03/25/2015	04/01/2015	03/25/2015	382300	03/25/2015	19	$25,612.00	$15,040.28	$10,571.72	60249298	03/25/2015	2015	1	03	13	OEM		1Z9199420352552717	03	0	ONTIME	529895	REGULAR	UPS Ground	262780-382300
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2597744	42000808-1	MASTER CONTROL VALVE (BOEING 767 OFF-WING)(1 UNIT REQUIRED FOR LAT)	FG	PRV	02P	PLNR04	262781	1	0	10/15/2014	03/24/2015	03/31/2015	04/07/2015	03/31/2015	382497	03/26/2015	6	$26,988.00	$16,220.80	$10,767.20	60249357	03/26/2015	2015	1	03	13	OEM		UPS	03	5	ONTIME	529896	REGULAR	UPS Ground	262781-382497
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P128354	41004563-1	PRESSURE VESSEL 300 CU-IN	FG	PRV	02P	PLNR04	262788	1	0	10/15/2014	02/13/2015	02/20/2015	02/25/2015	02/20/2015	380516	02/19/2015	10	$41,895.00	$16,966.86	$24,928.14	60248101	02/19/2015	2015	1	02	08	SPA		CUSTOMER P/U	02	1	ONTIME	529919	REGULAR	Customer Pickup	262788-380516
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2609240	18240915-1	PRESSURE GAUGE TEMP. COORDINATED 0-4000 PSIG (767 OFF-WING)	SA	PRV	01G	PLNR02	262789	1	0	10/15/2014	06/03/2015	06/10/2015	06/17/2015	06/10/2015	386620	06/10/2015	15	$20,220.00	$3,532.58	$16,687.42	60252309	06/10/2015	2015	2	06	24	OEM		1Z9199420353864834	06	0	ONTIME	529921	REGULAR	UPS Ground	262789-386620
DASSAULT PROCUREMENT SERVICES, INC.	1289	DASSAULT	TRADE	CIVIL	14090065	18040100	GA. 3/4" 4000 PSI	FG	FIR	01G	PLNR02	262790	1	0	10/15/2014	01/26/2015	02/17/2015	02/20/2015	02/02/2015	380357	02/17/2015	5	$3,135.00	$861.08	$2,273.92	60248028	02/17/2015	2015	1	02	08	OEM		613757408864	02	0	ONTIME	529922	REGULAR	FEDEX 2-Day	262790-380357
AIR CRUISERS COMPANY	1678	AIR CRUISERS	TRADE	CIVIL	2609239	52000735-2	PYROTECHNIC CARTRIDGE (767 OFF-WING)	SA	PRV	02P	PLNR04	262791	1	0	10/15/2014	06/10/2015	06/17/2015	06/24/2015	06/30/2015	388332	07/07/2015	20	$86,600.00	$45,886.73	$40,713.27	60253177	07/07/2015	2015	3	07	28	OEM		632494314468	07	-20	LATE	529923	REGULAR	FEDEX P-1	262791-388332
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000858435	1611025-02	CABLE ASSY 777 OFFWING ESCAPE SLIDE, RH	FG	CTL	06X	PLNR06	262794	1	0	10/15/2014	12/12/2014	01/16/2015	01/21/2015	12/30/2014	378402	01/16/2015	2	$740.00	$707.63	$32.37	60246937	01/16/2015	2015	1	01	03	OEM	CONTRACT	613757404089	01	0	ONTIME	529927	REGULAR	FEDEX Ground	262794-378402
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000858435	1611025-02	CABLE ASSY 777 OFFWING ESCAPE SLIDE, RH	FG	CTL	06X	PLNR06	262794	2	0	10/15/2014	01/14/2015	01/21/2015	01/28/2015	01/21/2015	378577	01/21/2015	6	$2,220.00	$2,122.90	$97.10	60247050	01/21/2015	2015	1	01	04	OEM	CONTRACT	613757405247	01	0	ONTIME	529928	REGULAR	FEDEX Ground	262794-378577
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000858435	1611025-02	CABLE ASSY 777 OFFWING ESCAPE SLIDE, RH	FG	CTL	06X	PLNR06	262794	3	0	10/15/2014	02/04/2015	02/11/2015	02/18/2015	02/11/2015	380027	02/11/2015	6	$2,220.00	$2,363.87	-$143.87	60247824	02/11/2015	2015	1	02	07	OEM	CONTRACT	613757408121	02	0	ONTIME	529929	REGULAR	FEDEX Ground	262794-380027
BOEING COMMERCIAL_DU	1369	BOEING	TRADE	CIVIL	621000858435	1611025-02	CABLE ASSY 777 OFFWING ESCAPE SLIDE, RH	FG	CTL	06X	PLNR06	262794	4	0	10/15/2014	02/25/2015	03/04/2015	03/11/2015	03/04/2015	380106	03/04/2015	6	$2,220.00	$2,363.87	-$143.87	60248592	03/04/2015	2015	1	03	10	OEM	CONTRACT	613757411312	03	0	ONTIME	529930	REGULAR	FEDEX Ground	262794-380106
BELL HELICOPTER TEXTRON, INC._YL	1225	BELL HELICOPTER	TRADE	MILITARY	4500708170	0106937-1	INERTIA REEL	PH	COM	05M	PLNR05	262795	1	0	10/15/2014	01/28/2015	02/03/2015	02/10/2015	02/19/2015	380708	02/24/2015	8	$46,400.00	$15,275.34	$31,124.66	60248217	02/24/2015	2015	1	02	09	SPA		613757409827	02	-21	LATE	529931	REGULAR	FEDEX Std Overnight	262795-380708
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	35201002	CHECK TEE-DOUBLE	FG	FIR	01Y	PLNR09	262797	2	1	10/16/2014	03/18/2015	03/25/2015	04/01/2015	03/25/2015	381842	03/17/2015	2	$1,400.00	$319.55	$1,080.45	60249000	03/17/2015	2015	1	03	12	OEM	LTA	1Z9199420253920551	03	8	ONTIME	529935	DETAIL	UPS Blue 2 Day	262797-381842
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	35201002	CHECK TEE-DOUBLE	FG	FIR	01Y	PLNR09	262797	2	2	10/16/2014	05/18/2015	05/26/2015	06/01/2015	05/25/2015	385214	05/26/2015	2	$1,400.00	$319.55	$1,080.45	60251637	05/26/2015	2015	2	05	22	OEM	LTA	S/W 384701	05	0	ONTIME	529936	DETAIL	UPS Blue 2 Day	262797-385214
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	35201002	CHECK TEE-DOUBLE	FG	FIR	01Y	PLNR09	262797	2	3	10/16/2014	06/17/2015	06/24/2015	07/01/2015	06/24/2015	386862	06/24/2015	2	$1,400.00	$319.55	$1,080.45	60252778	06/24/2015	2015	2	06	26	OEM	LTA	UPS	06	0	ONTIME	529937	DETAIL	UPS Blue 2 Day	262797-386862
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	35001002	DISCHARGE INDICATOR	FG	FIR	01Y	PLNR09	262797	4	1	10/16/2014	05/18/2015	05/26/2015	06/01/2015	05/25/2015	384701	05/26/2015	3	$921.00	$147.46	$773.54	60251637	05/26/2015	2015	2	05	22	OEM	LTA	1Z9199420253819733	05	0	ONTIME	529943	DETAIL	UPS Blue 2 Day	262797-384701
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	35001002	DISCHARGE INDICATOR	FG	FIR	01Y	PLNR09	262797	4	2	10/16/2014	07/31/2015	08/07/2015	08/14/2015	08/07/2015	389178	08/03/2015	2	$614.00	$98.31	$515.69	60254175	08/03/2015	2015	3	08	32	OEM	LTA	632494318280	08	4	ONTIME	529944	DETAIL	FEDEX Ground	262797-389178
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	13018-3	SQUIB ASSEMBLY DUAL BRIDGEWIRE	P	FIR	01F	PLNR01	262797	6	1	10/16/2014	06/01/2015	06/11/2015	06/15/2015	06/08/2015	386612	06/11/2015	3	$375.00	$181.94	$193.06	60252356	06/11/2015	2015	2	06	24	OEM	LTA	FEDEX	06	0	ONTIME	529946	DETAIL	FEDEX P-1	262797-386612
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	32700038-1	FIREX 125-2 (7495)	FG	FIR	01F	PLNR01	262797	8	1	10/16/2014	07/01/2015	07/08/2015	07/15/2015	07/08/2015	386475	06/29/2015	1	$2,000.00	$1,327.87	$672.13	60252904	06/29/2015	2015	2	06	27	OEM	LTA	FEDEX	06	9	ONTIME	529980	DETAIL	FEDEX P-1	262797-386475
ISRAEL AIRCRAFT INDUST. INT'L.	1430	ISRAEL AIRCRAFT	TRADE	CIVIL	L000104056	32800005-1	FIREX 125-3 (0373-1)	FG	FIR	01F	PLNR01	262797	10	1	10/16/2014	07/01/2015	07/08/2015	07/15/2015	07/08/2015	388645	07/15/2015	1	$2,300.00	$1,961.05	$338.95	60253470	07/15/2015	2015	3	07	29	OEM	LTA	FEDEX	07	-7	LATE	529985	DETAIL	FEDEX Std Overnight	262797-388645
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	NXB1199	6901-722	GA. 1" 5000 PSI	FG	FIR	01G	PLNR02	262803	1	0	10/16/2014	04/16/2015	04/24/2015	04/30/2015	04/23/2015	383813	04/24/2015	85	$90,695.00	$18,805.36	$71,889.64	60250450	04/24/2015	2015	2	04	17	SPA	SS14-020	613757419243	04	0	ONTIME	529989	REGULAR	FEDEX Ground	262803-383813
EMBRAER AVIATION **(FRANCE)**	1890	EMBRAER	TRADE	CIVIL	901351306	30903962	CARTRIDGE, BNCP	P	FIR	01F	PLNR01	262802	1	0	10/16/2014	01/30/2015	02/06/2015	02/13/2015	02/06/2015	379584	02/06/2015	4	$2,494.72	$1,272.86	$1,221.86	60247703	02/06/2015	2015	1	02	06	SPA	LTA	SCHENKER	02	0	ONTIME	529992	REGULAR	Schenker	262802-379584
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	NXB1202	R73-2008-42-1A	REGULATOR	FG	CTL	06C	PLNR06	262806	1	0	10/16/2014	05/01/2015	05/08/2015	05/15/2015	05/18/2015	385854	05/28/2015	9	$59,292.00	$14,689.88	$44,602.12	60251760	05/28/2015	2015	2	05	22	SPA	SS14-020	613757423338	05	-20	LATE	529995	REGULAR	FEDEX Ground	262806-385854
EMBRAER AVIATION **(FRANCE)**	1890	EMBRAER	TRADE	CIVIL	901466573	904807-03	OIL TANK FIRE DETECTOR	P	FIR	01F	PLNR01	262807	1	0	10/16/2014	06/11/2015	06/18/2015	06/25/2015	06/18/2015	386182	06/13/2015	2	$11,000.48	$12,089.87	-$1,089.39	60252432	06/13/2015	2015	2	06	25	SPA	LTA	Schenker	06	5	ONTIME	529998	REGULAR	Schenker	262807-386182
EMBRAER AVIATION **(FRANCE)**	1890	EMBRAER	TRADE	CIVIL	901466573	33600081-3	FIREX 224-2 (0380-1)	FG	FIR	01F	PLNR01	262807	2	0	10/16/2014	04/07/2015	04/16/2015	04/21/2015	04/14/2015	383014	04/16/2015	1	$4,516.77	$2,556.84	$1,959.93	60250146	04/16/2015	2015	2	04	16	SPA	LTA	SCHENKER	04	0	ONTIME	529999	REGULAR	Schenker	262807-383014
EMBRAER ASIA PACIFIC PTE LTD ** SINGAPORE **	10147	EMBRAER	TRADE	CIVIL	901397960	8891-16-593/314C-2.	ENGINE 801 DRL FIRE DETECTOR	P	FIR	01F	PLNR01	262808	1	0	10/16/2014	03/18/2015	03/25/2015	04/01/2015	03/25/2015	381655	03/24/2015	1	$1,044.23	$1,147.64	-$103.41	60249265	03/24/2015	2015	1	03	13	SPA	LTA	Schenker	03	1	ONTIME	530000	REGULAR	Schenker	262808-381655
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101205-01	SHIELD	P	COM	05M	PLNR05	262810	1	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	5	$245.00	$37.96	$207.04	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530001	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101208-01	WASHER  (AS REQUIRED)	P	COM	05M	PLNR05	262810	2	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	06/08/2012	383206	04/21/2015	20	$240.00	$8.63	$231.37	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530002	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101208-02	WASHER  (AS REQUIRED)	P	COM	05M	PLNR05	262810	3	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	30	$360.00	$12.60	$347.40	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530003	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101208-04	WASHER  (AS REQUIRED)	P	COM	05M	PLNR05	262810	4	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	10	$120.00	$0.00	$120.00	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530004	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101218	PIN	P	COM	05M	PLNR05	262810	8	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	06/08/2012	383206	04/21/2015	5	$365.00	$11.37	$353.63	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530005	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101221	CONTROL LEVER, INNER  (MACHINED)	P	COM	05M	PLNR05	262810	9	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	1	$76.00	$15.14	$60.86	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530006	REGULAR	FEDEX Ground	262810-383206
EMBRAER AIRCRAFT CUSTOMER SERVICES, INC.	1278	EMBRAER	TRADE	CIVIL	901431703	35201007-7	DOUBLE CHECK TEE	FG	FIR	01Y	PLNR09	262811	1	0	10/16/2014	06/28/2015	07/05/2015	07/12/2015	07/05/2015	386987	06/30/2015	10	$11,598.10	$869.35	$10,728.75	60253025	06/30/2015	2015	2	06	27	SPA	LTA	632494313781	06	5	ONTIME	530038	REGULAR	FEDEX P-1	262811-386987
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101211	FLYWHEEL (MACHINED)	P	COM	05M	PLNR05	262810	5	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	2	$196.00	$30.28	$165.72	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530040	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101212	BEARING   (machined)	P	COM	05M	PLNR05	262810	6	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	4	$108.00	$11.66	$96.34	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530041	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101213	THRUST PLATE HEADREST REEL	P	COM	05M	PLNR05	262810	7	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	2	$146.00	$13.53	$132.47	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530042	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101223	(F) PIN	P	COM	05M	PLNR05	262810	10	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	1	$34.00	$2.33	$31.67	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530043	REGULAR	FEDEX Ground	262810-383206
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	KZA0894	0101224	SPRING	P	COM	05M	PLNR05	262810	11	0	10/16/2014	04/16/2015	04/23/2015	04/30/2015	04/23/2015	383206	04/21/2015	5	$30.00	$4.26	$25.74	60250302	04/21/2015	2015	2	04	17	SPA	SS12-001	613757418821	04	2	ONTIME	530044	REGULAR	FEDEX Ground	262810-383206
