Customer,Cust#,CustGrp,TradeIco,CivMil,Po#,Item#,Description,ItemType,Pl,SubPl,PlannerCode,Order#,Line#,Schd#,Order Date,SchDate,ReqDate,PromDate,CommitDate,PickSlip#,ShipDate,ShipQty,ExtPrice,ExtCost,Margin,Trx#,Trxdate,TrxYr,TrxQtr,TrxMo,TrxWk,Mrkt,QuoteOrRma,WAYBILL_NUM,MegMo,days,ot,LINE_ID,LINE_TYPE_CODE,ShipVia,DocumentNumber
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101719,1108633-01,PLUG-IN CAPER,SPARES,COM,05C,PLNR07,265740,18,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385133,2015-05-20,3,390.99,142.13,248.86,60251462,2015-05-20,2015,2,5,21,SPA,,613757000000,5,23,ONTIME,547793,REGULAR,FEDEX Std Overnight,265740-385133
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101719,1101629-01,3-BAR SLIDE,P,COM,05C,PLNR07,265740,19,0,2015-05-06,2015-07-07,2015-07-14,2015-07-17,2015-07-14,387975,2015-07-06,1,44.25,23.48,20.77,60253155,2015-07-06,2015,3,7,28,SPA,,SW 387476,7,8,ONTIME,547794,REGULAR,FEDEX Std Overnight,265740-387975
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,52400001-1,CODE41 FILL FTG ASSY,SA,FIR,01X,PLNR03,265741,2,0,2015-05-06,2015-05-22,2015-05-29,2015-07-29,2015-07-24,385476,2015-05-22,5,1081.1,248.61,832.49,60251568,2015-05-22,2015,2,5,21,SPA,,613757000000,5,7,ONTIME,547796,REGULAR,FEDEX Std Overnight,265741-385476
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,52000873-1,HOUSING ASSEMBLY REMOVABLE CARTRIDGE,SA,FIR,01X,PLNR09,265741,3,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,386228,2015-06-03,1,187.48,67.76,119.72,60252066,2015-06-03,2015,2,6,23,SPA,,S/W 386195,6,9,ONTIME,547797,REGULAR,FEDEX Std Overnight,265741-386228
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,52000842-1,"DISCHARGE OUTLET ASSEMBLY, WIGGINS (SPEC PER WS 210-16).",SA,FIR,01X,PLNR03,265741,4,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385722,2015-06-01,1,279.97,104.16,175.81,60251999,2015-06-01,2015,2,6,23,SPA,,SW 383822,6,11,ONTIME,547798,REGULAR,FEDEX Std Overnight,265741-385722
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,35240410-1,DISCHARGE OUTLET,SA,FIR,01X,PLNR03,265741,5,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385721,2015-06-01,1,1160.88,104.44,1056.44,60251999,2015-06-01,2015,2,6,23,SPA,,SW 383822,6,11,ONTIME,547799,REGULAR,FEDEX Std Overnight,265741-385721
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,52400013-1,CODE52 FILL FTG ASSY,SA,FIR,01X,PLNR03,265741,6,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385804,2015-06-01,10,2018,463.81,1554.19,60251999,2015-06-01,2015,2,6,23,SPA,,SW 383822,6,11,ONTIME,547800,REGULAR,FEDEX Std Overnight,265741-385804
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,35240130-17,CODE25 FILL FTG ASSY,FA,FIR,01X,PLNR03,265741,7,0,2015-05-06,2015-07-17,2015-07-24,2015-07-29,2015-07-24,388685,2015-07-15,75,15135,2231.45,12903.55,60253467,2015-07-15,2015,3,7,29,SPA,,SW 388783,7,9,ONTIME,547801,REGULAR,FEDEX Std Overnight,265741-388685
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,35071497-1,TCPS,SA,FIR,01X,PLNR03,265741,12,0,2015-05-06,2015-07-17,2015-07-24,2015-07-29,2015-07-24,388752,2015-07-14,2,8694.42,1001.46,7692.96,60253427,2015-07-14,2015,3,7,29,SPA,,SW 388550,7,10,ONTIME,547802,REGULAR,FEDEX Std Overnight,265741-388752
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,35040051-1,PRESSURE SWITCH,P,FIR,01F,PLNR01,265741,13,0,2015-05-06,2015-07-24,2015-07-31,2015-08-05,2015-07-31,388831,2015-07-17,2,5150.98,921.38,4229.6,60253557,2015-07-17,2015,3,7,29,SPA,,SW 388617,7,14,ONTIME,547803,REGULAR,FEDEX Std Overnight,265741-388831
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,6933-704,"GA. 1"" HEX 1500 PSI",FG,FIR,01G,PLNR02,265741,14,0,2015-05-06,2015-08-14,2015-08-21,2015-08-26,2015-08-21,390203,2015-08-10,4,1807.56,300.5,1507.06,60254367,2015-08-10,2015,3,8,33,SPA,,SW 390074,8,11,ONTIME,547804,REGULAR,FEDEX Std Overnight,265741-390203
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,35240130-14,CODE21 FILL FTG ASSY,FA,FIR,01X,PLNR03,265741,15,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385124,2015-05-28,2,403.6,77.43,326.17,60251797,2015-05-28,2015,2,5,22,SPA,,SW 385077,5,15,ONTIME,547805,REGULAR,FEDEX Std Overnight,265741-385124
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,52100146-1,FILL FITTING ASSEMBLY.,FA,FIR,01X,PLNR03,265741,16,0,2015-05-06,2015-06-25,2015-07-02,2015-07-08,2015-07-02,386500,2015-06-22,10,9383.8,946.65,8437.15,60252692,2015-06-22,2015,2,6,26,SPA,,613757000000,6,10,ONTIME,547806,REGULAR,FEDEX Std Overnight,265741-386500
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,13026,(VM) O-RING,P,FIR,01F,PLNR01,265741,20,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385186,2015-06-01,200,1634,0,1634,60251999,2015-06-01,2015,2,6,23,SPA,,SW 383822,6,11,ONTIME,547807,REGULAR,FEDEX Std Overnight,265741-385186
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101719,95204300-2,"(VM) CAP, VALVE STEM",P,PRV,02P,PLNR04,265742,17,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385439,2015-05-20,10,100.3,17.98,82.32,60251471,2015-05-20,2015,2,5,21,SPA,,613757000000,5,23,ONTIME,547808,REGULAR,FEDEX Std Overnight,265742-385439
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,P129472,2100002-01-227,"RESTRAINT SYSTEM, CRUISER GRAY, BH3GYBB",FG,COM,05C,PLNR07,265743,1,0,2015-05-06,2015-06-05,2015-06-12,2015-06-17,2015-06-12,385593,2015-05-21,8,5939.04,2073.62,3865.42,60251493,2015-05-21,2015,2,5,21,SPA,,CUSTOMER P/U,5,22,ONTIME,547809,REGULAR,Customer Pickup,265743-385593
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,P129472,2100002-01-227,"RESTRAINT SYSTEM, CRUISER GRAY, BH3GYBB",FG,COM,05C,PLNR07,265743,2,0,2015-05-06,2015-07-29,2015-08-05,2015-08-10,2015-08-05,389232,2015-07-22,8,5939.04,2073.62,3865.42,60253677,2015-07-22,2015,3,7,30,SPA,,customer p/u,7,14,ONTIME,547810,REGULAR,Customer Pickup,265743-389232
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,P129472,1101789-01,LAP BELT ASSY,PH,COM,05C,PLNR07,265743,6,0,2015-05-06,2015-06-23,2015-06-30,2015-07-06,2015-06-30,387043,2015-06-17,4,2196.64,825.02,1371.62,60252525,2015-06-17,2015,2,6,25,SPA,,P/U BY SB,6,13,ONTIME,547814,REGULAR,Customer Pickup,265743-387043
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,P129472,1107501-03,LAP BELT ASSY,PH,COM,05C,PLNR07,265743,11,0,2015-05-06,2015-06-03,2015-06-10,2015-06-15,2015-06-10,385999,2015-05-29,2,908.28,374.61,533.67,60251841,2015-05-29,2015,2,5,22,SPA,,CUSTOMER P/U,5,12,ONTIME,547815,REGULAR,Customer Pickup,265743-385999
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,P129472,503209,BODY,P,CTL,06C,PLNR06,265744,10,0,2015-05-06,2015-08-25,2015-09-01,2015-09-07,2015-09-01,389666,2015-07-30,4,1244.24,513.17,731.07,60253981,2015-07-30,2015,3,7,31,SPA,,613757000000,7,33,ONTIME,547816,REGULAR,FEDEX Std Overnight,265744-389666
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,P129472,35001016-1,DISCHARGE INDICATOR,FG,FIR,01Y,PLNR09,265745,7,0,2015-05-06,2015-07-21,2015-07-28,2015-07-31,2015-07-28,388430,2015-07-09,4,2553.92,195.14,2358.78,60253289,2015-07-09,2015,3,7,28,SPA,,P/U BY SB,7,19,ONTIME,547817,REGULAR,Customer Pickup,265745-388430
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,P129472,35200008-2,DOUBLE CHECK TEE,FG,FIR,01Y,PLNR09,265745,8,0,2015-05-06,2015-05-22,2015-05-29,2015-06-11,2015-06-08,385230,2015-05-15,1,233.19,89.66,143.53,60251339,2015-05-15,2015,2,5,20,SPA,,CUSTOMER P/U,5,14,ONTIME,547818,REGULAR,Customer Pickup,265745-385230
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,P129472,51950023-1,DECAL,P,FIR,01F,PLNR01,265745,9,0,2015-05-06,2015-06-03,2015-06-10,2015-06-15,2015-06-10,385578,2015-05-26,24,1902.24,49.82,1852.42,60251621,2015-05-26,2015,2,5,22,SPA,,CUSTOMER P/U,5,15,ONTIME,547819,REGULAR,FEDEX Std Overnight,265745-385578
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450395,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265734,2,0,2015-05-06,2015-06-29,2015-07-06,2015-07-13,2015-07-06,387642,2015-06-30,15,6375,3888.04,2486.96,60252980,2015-06-30,2015,2,6,27,SPA,,613757000000,6,6,ONTIME,547820,REGULAR,FEDEX Ground,265734-387642
AIRBUS OPERATIONS SAS,1339,AIRBUS,TRADE,CIVIL,5258422,18330915-1,PRESSURE GAUGE 0-3600 PSIG,FG,FIR,01G,PLNR02,265746,1,0,2015-05-06,2015-05-21,2015-05-28,2015-06-04,2015-05-28,385490,2015-05-28,5,1530,1526.05,3.95,60251809,2015-05-28,2015,2,5,22,OEM,,FEDEX,5,0,ONTIME,547821,REGULAR,FEDEX Intl Economy,265746-385490
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204921294,30903827,CARTRIDGE,P,FIR,01F,PLNR01,265747,1,0,2015-05-06,2015-05-08,2015-05-13,2015-06-03,2015-05-13,384875,2015-05-12,10,1570,2799.12,-1229.12,60251232,2015-05-12,2015,2,5,20,OEM,,DHL,5,1,ONTIME,547822,REGULAR,DHL Global Forwarding,265747-384875
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204921331,30903898,CARTRIDGE,P,FIR,01F,PLNR01,265748,1,0,2015-05-06,2015-05-08,2015-05-13,2015-06-03,2015-05-13,384876,2015-05-12,10,7340,4326.97,3013.03,60251231,2015-05-12,2015,2,5,20,OEM,,DHL,5,1,ONTIME,547823,REGULAR,DHL Global Forwarding,265748-384876
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204921368,36400059-1,"DIVERTER VALVE, DUAL OUTLET",FG,PRV,02P,PLNR04,265749,1,0,2015-05-06,2015-05-08,2015-05-15,2015-06-03,2015-05-13,385046,2015-05-15,3,2247,5397.18,-3150.18,60251364,2015-05-15,2015,2,5,20,OEM,,DHL,5,0,ONTIME,547824,REGULAR,DHL Global Forwarding,265749-385046
CESSNA AIRCRAFT COMPANY_DU,1382,CESSNA,TRADE,CIVIL,LA01086A00,19940929-1,"GAUGE, PRESSURE, 0-4000 PSIG.",FG,FIR,01G,PLNR02,253690,20,47,2015-05-07,2015-05-22,2015-05-29,2015-06-05,2015-05-29,385462,2015-05-28,8,2139.84,2575.6,-435.76,60251826,2015-05-28,2015,2,5,22,OEM,2013 DELIV,613757000000,5,1,ONTIME,547825,DETAIL,FEDEX Ground,253690-385462
"EMBRAER AIRCRAFT CUSTOMER SERVICES, INC.",1278,EMBRAER,TRADE,CIVIL,9000021405,3951-51-565/215C,"DETECTOR, MEGGITT  (EMBRAER PHENOM 300)",P,FIR,01F,PLNR01,265750,10,0,2015-05-07,2015-08-18,2015-08-25,2015-09-01,2015-08-25,389282,2015-08-21,20,15978.2,17774.41,-1796.21,60254750,2015-08-21,2015,3,8,34,OEM,LTA,613757000000,8,4,ONTIME,547826,REGULAR,FEDEX P-1,265750-389282
EMBRAER S.A.,1407,EMBRAER,TRADE,CIVIL,901617830,33600057-5,FIREX 224-2(0173-1),FG,FIR,01F,PLNR01,265751,10,0,2015-05-07,2015-09-17,2015-09-25,2015-10-01,2015-09-24,393022,2015-09-25,6,8421.18,14029.9,-5608.72,60256042,2015-09-25,2015,3,9,39,OEM,LTA,FEDEX,9,0,ONTIME,547827,REGULAR,Panalpina,265751-393022
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450376,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265752,1,1,2015-05-07,2015-06-19,2015-06-25,2015-07-02,2015-06-25,387114,2015-06-22,25,10625,6480.07,4144.93,60252679,2015-06-22,2015,2,6,26,SPA,,613757000000,6,3,ONTIME,547833,DETAIL,FEDEX Ground,265752-387114
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450376,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265752,1,2,2015-05-07,2015-06-18,2015-06-25,2015-07-02,2015-06-25,387297,2015-06-22,25,10625,6480.07,4144.93,60252679,2015-06-22,2015,2,6,26,SPA,,613757000000,6,3,ONTIME,547834,DETAIL,FEDEX Ground,265752-387297
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450379,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265753,1,1,2015-05-07,2015-06-25,2015-07-02,2015-07-09,2015-07-02,387538,2015-06-29,25,10625,6480.07,4144.93,60252884,2015-06-29,2015,2,6,27,SPA,,613757000000,6,3,ONTIME,547836,DETAIL,FEDEX Ground,265753-387538
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450379,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265753,1,2,2015-05-07,2015-06-22,2015-07-02,2015-07-09,2015-07-02,387495,2015-06-29,25,10625,6480.07,4144.93,60252884,2015-06-29,2015,2,6,27,SPA,,613757000000,6,3,ONTIME,547837,DETAIL,FEDEX Ground,265753-387495
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450377,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265754,1,1,2015-05-07,2015-06-19,2015-06-26,2015-07-03,2015-06-26,387327,2015-06-25,25,10625,6480.07,4144.93,60252816,2015-06-25,2015,2,6,26,SPA,,613757000000,6,1,ONTIME,547839,DETAIL,FEDEX Ground,265754-387327
GOODRICH AIRCRAFT INTERIOR PRODUCTS,1195,GOODRICH,TRADE,CIVIL,10450377,2100002-01-276,"REST. SYS, TRANSITIONAL GRAY, BH3KPBB",FG,COM,05C,PLNR07,265754,1,2,2015-05-07,2015-06-18,2015-06-26,2015-07-03,2015-06-26,387225,2015-06-25,25,10625,6480.07,4144.93,60252816,2015-06-25,2015,2,6,26,SPA,,613757000000,6,1,ONTIME,547840,DETAIL,FEDEX Ground,265754-387225
AMERICAN EUROCOPTER CORP.,1535,,TRADE,MILITARY,3500238740,38-701,CLAMP,P,FIR,01F,PLNR01,265756,20,0,2015-05-07,2015-06-05,2015-06-12,2015-06-19,2015-05-11,385554,2015-05-27,1,51,9.72,41.28,60251736,2015-05-27,2015,2,5,22,OEM,LTA,613757000000,5,16,ONTIME,547843,REGULAR,FEDEX Ground,265756-385554
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,0108370-30,CABLE & CONTROL ASSY,SA,COM,05C,PLNR07,265757,1,0,2015-05-07,2015-06-17,2015-07-01,2015-07-09,2015-07-01,386688,2015-06-10,2,962.58,140.23,822.35,60252303,2015-06-10,2015,2,6,24,SPA,CATALOG,SW 386251,6,21,ONTIME,547844,REGULAR,FEDEX Intl Priority,265757-386688
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1107653-01,CONTROL & CABLE ASSY,PH,COM,05C,PLNR07,265757,2,0,2015-05-07,2015-06-17,2015-07-01,2015-07-09,2015-07-01,386690,2015-06-10,1,512.01,139.13,372.88,60252303,2015-06-10,2015,2,6,24,SPA,CATALOG,SW 386251,6,21,ONTIME,547845,REGULAR,FEDEX Intl Priority,265757-386690
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1108635-01,"BUCKLE ASSY, 90 LIFT",SPARES,COM,05C,PLNR07,265757,3,0,2015-05-07,2015-05-21,2015-06-05,2015-06-12,2015-06-05,385157,2015-05-14,3,1188.15,490.04,698.11,60251280,2015-05-14,2015,2,5,20,SPA,CATALOG,SW 385134,5,22,ONTIME,547846,REGULAR,FEDEX Intl Priority,265757-385157
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1111462-09,CROTCH STRAP,PH,COM,05C,PLNR07,265757,4,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385380,2015-05-20,1,254.21,37.48,216.73,60251463,2015-05-20,2015,2,5,21,SPA,CATALOG,SW 385335,5,22,ONTIME,547847,REGULAR,FEDEX Intl Priority,265757-385380
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1111477-103,"ANCHOR, LAP BELT",P,COM,05C,PLNR07,265757,5,0,2015-05-07,2015-05-29,2015-06-12,2015-06-19,2015-06-12,386863,2015-06-12,10,89.6,31.26,58.34,60252376,2015-06-12,2015,2,6,24,SPA,CATALOG,SW 386910,6,0,ONTIME,547848,REGULAR,FEDEX Intl Priority,265757-386863
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1111518-01,"PAD, ROTARY BUCKLE",SPARES,COM,05C,PLNR07,265757,6,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385924,2015-06-01,3,141.48,60.59,80.89,60251961,2015-06-01,2015,2,6,23,SPA,CATALOG,SW 385127,6,10,ONTIME,547849,REGULAR,FEDEX Intl Priority,265757-385924
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1111538-01,"STRAP, SHOULDER",PH,COM,05C,PLNR07,265757,7,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385357,2015-05-20,1,289.88,53.29,236.59,60251463,2015-05-20,2015,2,5,21,SPA,CATALOG,SW 385335,5,22,ONTIME,547850,REGULAR,FEDEX Intl Priority,265757-385357
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1111568-01,"FAX KIT, ROTARY HANDLE, BUCKLE HOUSING, HANDLE BUSHING",P,COM,05C,PLNR07,265757,8,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385841,2015-05-28,20,165,59.48,105.52,60251772,2015-05-28,2015,2,5,22,SPA,CATALOG,SW 384685,5,14,ONTIME,547851,REGULAR,FEDEX Intl Priority,265757-385841
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1117498-03,"ADJUSTER ASSY, SLIDEBAR, PLUG-IN, ROTARY BUCKLE",SPARES,COM,05C,PLNR07,265757,9,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385341,2015-05-20,3,205.89,76.58,129.31,60251463,2015-05-20,2015,2,5,21,SPA,CATALOG,SW 385335,5,22,ONTIME,547852,REGULAR,FEDEX Intl Priority,265757-385341
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1117556-100-048,LAP & SHOULDER STRAP ASSY,PH,COM,05C,PLNR07,265757,10,0,2015-05-07,2015-06-10,2015-06-24,2015-07-01,2015-06-24,385750,2015-05-27,3,1020.45,220.08,800.37,60251689,2015-05-27,2015,2,5,22,SPA,CATALOG,SW 385295,5,28,ONTIME,547853,REGULAR,FEDEX Intl Priority,265757-385750
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,1117556-200-048,LAP & SHOULDER STRAP ASSY,PH,COM,05C,PLNR07,265757,11,0,2015-05-07,2015-06-10,2015-06-24,2015-07-01,2015-06-24,385750,2015-05-27,3,1020.45,290.42,730.03,60251689,2015-05-27,2015,2,5,22,SPA,CATALOG,SW 385295,5,28,ONTIME,547854,REGULAR,FEDEX Intl Priority,265757-385750
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,2100014-03-245,RESTRAINT SYSTEM,FG,COM,05C,PLNR07,265757,12,0,2015-05-07,2015-06-05,2015-06-19,2015-06-26,2015-06-19,386594,2015-06-09,5,6740.65,1331.29,5409.36,60252236,2015-06-09,2015,2,6,24,SPA,CATALOG,SW 386204,6,10,ONTIME,547855,REGULAR,FEDEX Intl Priority,265757-386594
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108847,2100224-01,LOCKING HUB,P,COM,05C,PLNR07,265757,13,0,2015-05-07,2015-06-17,2015-07-01,2015-07-09,2015-07-01,385579,2015-05-26,20,441.2,153.95,287.25,60251605,2015-05-26,2015,2,5,22,SPA,CATALOG,SW 384927,5,36,ONTIME,547856,REGULAR,FEDEX Intl Priority,265757-385579
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108847,3-920N506-65,O-RING,P,FIR,01F,PLNR01,265758,14,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385824,2015-05-28,50,21,15,6,60251799,2015-05-28,2015,2,5,22,SPA,CATALOG,SW 384685,5,14,ONTIME,547857,REGULAR,FEDEX Intl Priority,265758-385824
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108847,30100022-33,LAVEX FIREX 10-2,FG,FIR,01Y,PLNR09,265758,15,0,2015-05-07,2015-05-12,2015-05-27,2015-06-03,2015-05-27,385221,2015-05-22,1,698.67,201.17,497.5,60251573,2015-05-22,2015,2,5,21,SPA,CATALOG,FEDEX,5,5,ONTIME,547858,REGULAR,FEDEX Intl Priority,265758-385221
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108847,33500026-1,FIREX 150-2 (0305-1),FG,FIR,01F,PLNR01,265758,16,0,2015-05-07,2015-07-02,2015-07-17,2015-07-24,2015-07-17,388409,2015-07-17,1,3990.37,2368.32,1622.05,60253561,2015-07-17,2015,3,7,29,SPA,CATALOG,FEDEX,7,0,ONTIME,547859,REGULAR,FEDEX Intl Priority,265758-388409
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108847,35240410-1,DISCHARGE OUTLET,SA,FIR,01X,PLNR03,265758,17,0,2015-05-07,2015-05-28,2015-06-11,2015-06-18,2015-06-11,385720,2015-05-28,1,1213.12,104.44,1108.68,60251799,2015-05-28,2015,2,5,22,SPA,CATALOG,SW 384685,5,14,ONTIME,547860,REGULAR,FEDEX Intl Priority,265758-385720
AMERICAN EUROCOPTER CORP.,1535,,TRADE,MILITARY,3500238740,33000061-1,FIREX 60-2 (0322-1),FG,FIR,01F,PLNR01,265756,10,1,2015-05-07,2015-06-05,2015-06-12,2015-06-19,2015-06-12,386471,2015-06-12,1,2554.99,2175.9,379.09,60252413,2015-06-12,2015,2,6,24,OEM,LTA,FEDEX,6,0,ONTIME,547861,DETAIL,FEDEX Express3,265756-386471
AMERICAN EUROCOPTER CORP.,1535,,TRADE,MILITARY,3500238740,33000061-1,FIREX 60-2 (0322-1),FG,FIR,01F,PLNR01,265756,10,2,2015-05-07,2015-06-05,2015-06-12,2015-06-19,2015-06-01,386471,2015-06-12,1,2554.99,2175.9,379.09,60252413,2015-06-12,2015,2,6,24,OEM,LTA,FEDEX,6,0,ONTIME,547862,DETAIL,FEDEX Express3,265756-386471
AMERICAN EUROCOPTER CORP.,1535,,TRADE,MILITARY,3500238740,33000061-1,FIREX 60-2 (0322-1),FG,FIR,01F,PLNR01,265756,10,3,2015-05-07,2015-06-15,2015-06-22,2015-06-29,2015-06-22,386474,2015-06-12,1,2554.99,2175.9,379.09,60252413,2015-06-12,2015,2,6,24,OEM,LTA,FEDEX,6,10,ONTIME,547863,DETAIL,FEDEX Express3,265756-386474
AMERICAN EUROCOPTER CORP.,1535,,TRADE,MILITARY,3500239211,33000061-1,FIREX 60-2 (0322-1),FG,FIR,01F,PLNR01,265759,10,0,2015-05-07,2015-07-27,2015-08-03,2015-08-10,2015-08-03,388898,2015-07-31,8,20439.92,17407.2,3032.72,60254114,2015-07-31,2015,3,7,31,OEM,LTA,FEDEX,7,3,ONTIME,547864,REGULAR,FEDEX Ground,265759-388898
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101720,R73171,OVERHAUL KIT,FG,CTL,06C,PLNR06,265760,1,0,2015-05-07,2015-08-10,2015-08-17,2015-08-20,2015-08-17,390315,2015-08-13,4,1777.12,732.96,1044.16,60254456,2015-08-13,2015,3,8,33,SPA,,SW 390278,8,4,ONTIME,547865,REGULAR,FEDEX Std Overnight,265760-390315
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101720,35240130-6,CODE2 FILL FTG ASSY,FA,FIR,01X,PLNR03,265761,2,0,2015-05-07,2015-06-08,2015-06-15,2015-06-18,2015-06-15,386196,2015-06-05,15,3027,446.29,2580.71,60252156,2015-06-05,2015,2,6,23,SPA,,613757000000,6,10,ONTIME,547866,REGULAR,FEDEX Std Overnight,265761-386196
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101721,0109241-01,STRAP GUIDE ASSY,BF,COM,05C,PLNR07,265762,1,0,2015-05-07,2015-07-02,2015-07-10,2015-07-15,2015-07-10,387919,2015-07-01,8,320.56,111.87,208.69,60253055,2015-07-01,2015,3,7,27,SPA,,SW 385923,7,9,ONTIME,547867,REGULAR,FEDEX Std Overnight,265762-387919
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101721,1111349-105,LINK,P,COM,05C,PLNR07,265762,2,0,2015-05-07,2015-07-15,2015-07-22,2015-07-27,2015-07-22,388650,2015-07-13,12,150.36,53.18,97.18,60253381,2015-07-13,2015,3,7,29,SPA,,SW 387582,7,9,ONTIME,547868,REGULAR,FEDEX Std Overnight,265762-388650
